item,price_date,avg_price
DDR5 16Gb (2Gx8) eTT,2026-08-26,23.75
DDR3 4Gb 512Mx8 1600/1866,2026-08-27,13.932
DDR4 16Gb (2Gx8) 3200,2026-08-27,91.049
DDR4 16Gb (2Gx8) eTT,2026-08-27,11.425
DDR4 8Gb (1Gx8) 3200,2026-08-27,44.011
DDR4 8Gb (1Gx8) eTT,2026-08-27,4.362
DDR5 16Gb (2Gx8) 4800/5600,2026-08-27,53.933
DDR5 16Gb (2Gx8) eTT,2026-08-27,23.8
DDR3 4Gb 512Mx8 1600/1866,2026-08-28,13.883
DDR4 16Gb (2Gx8) 3200,2026-08-28,91.293
DDR4 16Gb (2Gx8) eTT,2026-08-28,11.475
DDR4 8Gb (1Gx8) 3200,2026-08-28,44.189
DDR4 8Gb (1Gx8) eTT,2026-08-28,4.443
DDR5 16Gb (2Gx8) 4800/5600,2026-08-28,53.933
DDR5 16Gb (2Gx8) eTT,2026-08-28,23.8
DDR3 4Gb 512Mx8 1600/1866,2026-08-31,13.854
DDR4 16Gb (2Gx8) 3200,2026-08-31,91.78
DDR4 16Gb (2Gx8) eTT,2026-08-31,11.525
DDR4 8Gb (1Gx8) 3200,2026-08-31,44.367
DDR4 8Gb (1Gx8) eTT,2026-08-31,4.5
DDR5 16Gb (2Gx8) 4800/5600,2026-08-31,53.933
DDR5 16Gb (2Gx8) eTT,2026-08-31,23.8
DDR3 4Gb 512Mx8 1600/1866,2026-09-01,13.854
DDR4 16Gb (2Gx8) 3200,2026-09-01,92.024
DDR4 16Gb (2Gx8) eTT,2026-09-01,11.575
DDR4 8Gb (1Gx8) 3200,2026-09-01,44.544
DDR4 8Gb (1Gx8) eTT,2026-09-01,4.567
DDR5 16Gb (2Gx8) 4800/5600,2026-09-01,53.983
DDR5 16Gb (2Gx8) eTT,2026-09-01,23.9
DDR3 4Gb 512Mx8 1600/1866,2026-09-02,13.83
DDR4 16Gb (2Gx8) 3200,2026-09-02,92.649
DDR4 16Gb (2Gx8) eTT,2026-09-02,11.675
DDR4 8Gb (1Gx8) 3200,2026-09-02,44.571
DDR4 8Gb (1Gx8) eTT,2026-09-02,4.68
DDR5 16Gb (2Gx8) 4800/5600,2026-09-02,54.25
DDR5 16Gb (2Gx8) eTT,2026-09-02,24.0
